Name,Team,Name,WAR,NameASCII,PlayerId,MLBAMID
"Jermaine Curtis","STL","Jermaine Curtis",0.011452786954738439,"Jermaine Curtis",7765,543079
"Jakson Reetz","- - -","Jakson Reetz",0.011426366893674163,"Jakson Reetz",17837,656883
"Ryan Webb","- - -","Ryan Webb",0.011120673976701322,"Ryan Webb",7474,444436
"Chasen Shreve","- - -","Chasen Shreve",0.011032488303855212,"Chasen Shreve",10855,592741
"Chris Resop","- - -","Chris Resop",0.009875525625916794,"Chris Resop",3799,434592
"Hoby Milner","- - -","Hoby Milner",0.009832467672071021,"Hoby Milner",13346,571948
"Andrew Chafin","- - -","Andrew Chafin",0.009415374179576774,"Andrew Chafin",12988,605177
"Ian Thomas","- - -","Ian Thomas",0.009365474990866464,"Ian Thomas",13881,621962
"David Hernandez","- - -","David Hernandez",0.009004197863915174,"David Hernandez",4259,456696
"Sammy Solís","WSN","Sammy Solís",0.008975860642272668,"Sammy Solis",11457,519301
"Daniel Herrera","- - -","Daniel Herrera",0.008898420594960287,"Daniel Herrera",4552,502609
"Oscar Villarreal","- - -","Oscar Villarreal",0.008538338331786972,"Oscar Villarreal",1654,425629
"Mike Dunn","- - -","Mike Dunn",0.008471591315346666,"Mike Dunn",9948,445197
"Taylor Jordan","WSN","Taylor Jordan",0.008413185525024403,"Taylor Jordan",10466,518863
"Zach Thompson","- - -","Zach Thompson",0.008364356116243477,"Zach Thompson",16094,605507
"Keegan Thompson","CHC","Keegan Thompson",0.008285110695550407,"Keegan Thompson",19795,624522
"Craig Brazell","KCR","Craig Brazell",0.007975820684059436,"Craig Brazell",2081,425513
"ByungHo Park","MIN","ByungHo Park",0.007737525937748901,"ByungHo Park",18497,666560
"Robbie Ross Jr.","- - -","Robbie Ross Jr.",0.007437008020872708,"Robbie Ross Jr.",6819,543726
"Brad Peacock","- - -","Brad Peacock",0.007419489197798473,"Brad Peacock",5401,502748
"Travis Blackley","- - -","Travis Blackley",0.007173554918540104,"Travis Blackley",3234,429715
"Sean Casey","- - -","Sean Casey",0.0070182193221244304,"Sean Casey",314,112087
"Dirk Hayhurst","- - -","Dirk Hayhurst",0.006947766285293366,"Dirk Hayhurst",6010,460602
"Franquelis Osoria","PIT","Franquelis Osoria",0.006681302286369872,"Franquelis Osoria",2860,434701
"Chris Smith","- - -","Chris Smith",0.0065409009299021575,"Chris Smith",4544,434672
"Andrew Cashner","- - -","Andrew Cashner",0.006455448285938026,"Andrew Cashner",8782,488768
"John Brebbia","- - -","John Brebbia",0.005487263351852116,"John Brebbia",12777,605154
"Renyel Pinto","FLA","Renyel Pinto",0.005470648098148609,"Renyel Pinto",2180,430594
"Wes Parsons","- - -","Wes Parsons",0.005328812235207425,"Wes Parsons",14764,641149
"Valentino Pascucci","NYM","Valentino Pascucci",0.0048180947875612265,"Valentino Pascucci",1915,407831
"Clay Condrey","PHI","Clay Condrey",0.004749696412913937,"Clay Condrey",1579,424925
"Drew Pomeranz","- - -","Drew Pomeranz",0.0047126668589785314,"Drew Pomeranz",11426,519141
"Jonathan Broxton","- - -","Jonathan Broxton",0.00438465737811633,"Jonathan Broxton",4759,455009
"Eury Pérez","- - -","Eury Pérez",0.004121127537065783,"Eury Perez",10299,516811
"Luke Hughes","- - -","Luke Hughes",0.003925937843861915,"Luke Hughes",4898,471863
"Deck McGuire","- - -","Deck McGuire",0.0034409341832274676,"Deck McGuire",11596,592547
"Kevin Russo","NYY","Kevin Russo",0.0032468184062599756,"Kevin Russo",3630,501835
"Kris Benson","- - -","Kris Benson",0.002914352252008,"Kris Benson",982,150249
"Colby Thomas","ATH","Colby Thomas",0.0027816107361728487,"Colby Thomas",31855,687515
"Marcus Wilson","SEA","Marcus Wilson",0.0027785337262109687,"Marcus Wilson",17910,657129
"Wynton Bernard","COL","Wynton Bernard",0.0015370359429890518,"Wynton Bernard",13408,592144
"Zach DeLoach","CHW","Zach DeLoach",0.00124433962785582,"Zach DeLoach",27471,676113
"Luke Jackson","- - -","Luke Jackson",0.0012222363272283848,"Luke Jackson",11752,592426
"Tommy Hunter","- - -","Tommy Hunter",0.0007403968374611603,"Tommy Hunter",1157,488984
"Ty Kelly","- - -","Ty Kelly",0.000409636298894879,"Ty Kelly",7740,571841
"Matt Macri","MIN","Matt Macri",0.0003993415440355745,"Matt Macri",7548,459425
"Ramon Pena","- - -","Ramon Pena",0.000334246133865887,"Ramon Pena",4573,430963
"Mickey McDonald","OAK","Mickey McDonald",0.00011382918141015878,"Mickey McDonald",20533,676782
"Freddy Guzman","- - -","Freddy Guzman",-0.000009398920234729435,"Freddy Guzman",2162,430686
"Scott McGough","- - -","Scott McGough",-0.000013722355275937875,"Scott McGough",12056,543518
"Nick Tropeano","- - -","Nick Tropeano",-0.00015803648844542328,"Nick Tropeano",12385,607374
"Zach McAllister","- - -","Zach McAllister",-0.00018303955502130265,"Zach McAllister",2895,502083
"Jordan Danks","- - -","Jordan Danks",-0.0008979773310493488,"Jordan Danks",9187,458668
"Jhostynxon Garcia","BOS","Jhostynxon Garcia",-0.000920474358728135,"Jhostynxon Garcia",28142,691373
"Jon Duplantier","ARI","Jon Duplantier",-0.0017097546932917373,"Jon Duplantier",19546,641541
"Ryan Court","SEA","Ryan Court",-0.0017732777762657706,"Ryan Court",12268,606956
"Shane Bieber","- - -","Shane Bieber",-0.0018370562243705257,"Shane Bieber",19427,669456
"Kyle Ryan","- - -","Kyle Ryan",-0.001960103477273288,"Kyle Ryan",11753,594986
"Lew Ford","- - -","Lew Ford",-0.0019744279167524525,"Lew Ford",1724,217915
"Sam LeCure","CIN","Sam LeCure",-0.0022315256277533058,"Sam LeCure",4664,459967
"Jorge López","- - -","Jorge López",-0.00254437750467823,"Jorge Lopez",14527,605347
"Kyle Wright","ATL","Kyle Wright",-0.0027456077486412295,"Kyle Wright",19665,657140
"David Carpenter","- - -","David Carpenter",-0.002776808275544787,"David Carpenter",3959,502304
"Rob Zastryzny","- - -","Rob Zastryzny",-0.002850912922267579,"Rob Zastryzny",15094,642239
"Cole Garner","COL","Cole Garner",-0.0034478875187976196,"Cole Garner",616,451198
"Burch Smith","- - -","Burch Smith",-0.0036910492290668367,"Burch Smith",12784,572143
"Elmer Dessens","- - -","Elmer Dessens",-0.003962756593273442,"Elmer Dessens",317,113296
"Chris Robinson","SDP","Chris Robinson",-0.003967411713360508,"Chris Robinson",3443,460101
"Ricardo Pinto","- - -","Ricardo Pinto",-0.004158931989392536,"Ricardo Pinto",16318,620982
"Roenis Elías","- - -","Roenis Elías",-0.004469356255764764,"Roenis Elias",12673,606273
"A.J. Schugel","- - -","A.J. Schugel",-0.004821734049772403,"A.J. Schugel",11432,519263
"Jack Cassel","- - -","Jack Cassel",-0.0048824010329287515,"Jack Cassel",3052,445222
"Ashton Goudeau","- - -","Ashton Goudeau",-0.005673509642256033,"Ashton Goudeau",15139,623485
"Jarrod Parker","- - -","Jarrod Parker",-0.005690191807297781,"Jarrod Parker",4913,519105
"Brad Brach","- - -","Brad Brach",-0.005878184019696794,"Brad Brach",6627,542960
"Wilkin Ramirez","- - -","Wilkin Ramirez",-0.006157949416056491,"Wilkin Ramirez",5219,457133
"Austin Davis","- - -","Austin Davis",-0.006213422588211594,"Austin Davis",17117,656354
"Mark Kolozsvary","- - -","Mark Kolozsvary",-0.006438172446222537,"Mark Kolozsvary",21304,656627
"Yordano Ventura","KCR","Yordano Ventura",-0.006467749737511408,"Yordano Ventura",11855,570649
"Brad Keller","- - -","Brad Keller",-0.006971102593008094,"Brad Keller",15734,641745
"Taylor Trammell","- - -","Taylor Trammell",-0.007026917345042849,"Taylor Trammell",19960,666211
"Mason Williams","- - -","Mason Williams",-0.007033115228555806,"Mason Williams",11859,592863
"Andy Pettitte","NYY","Andy Pettitte",-0.007366680275784243,"Andy Pettitte",840,120485
"Brett Anderson","- - -","Brett Anderson",-0.00742559468966042,"Brett Anderson",8223,474463
"Rafael Flores Jr.","PIT","Rafael Flores Jr.",-0.00764966195653323,"Rafael Flores Jr.",31991,804668
"John Andreoli","- - -","John Andreoli",-0.007719871361429695,"John Andreoli",13012,607430
"Joe Perez","HOU","Joe Perez",-0.008307348219058496,"Joe Perez",22254,669309
"Kyle Muller","- - -","Kyle Muller",-0.008524273262463133,"Kyle Muller",20167,666205
"Jonathan Pettibone","PHI","Jonathan Pettibone",-0.008524280753009872,"Jonathan Pettibone",7106,543643
"David Robertson","- - -","David Robertson",-0.008830788300693044,"David Robertson",8241,502085
"Phil Gosselin","- - -","Phil Gosselin",-0.00886239377994491,"Phil Gosselin",10953,594838
"Randy Keisler","STL","Randy Keisler",-0.008866205200931093,"Randy Keisler",830,342892
"Luis Alexander Basabe","SFG","Luis Alexander Basabe",-0.009077420514766656,"Luis Alexander Basabe",17839,642772
"Mel Stocker","MIL","Mel Stocker",-0.009109837545820197,"Mel Stocker",3457,444116
"José Alvarado","- - -","José Alvarado",-0.009509739508794019,"Jose Alvarado",17780,621237
"Jonah Bride","- - -","Jonah Bride",-0.009617359947047821,"Jonah Bride",24703,681146
"Eric Surkamp","- - -","Eric Surkamp",-0.009646784531082878,"Eric Surkamp",2540,474668
"Emil Brown","- - -","Emil Brown",-0.009725010402929612,"Emil Brown",1197,111548
"Jack Leiter","TEX","Jack Leiter",-0.009775219096264248,"Jack Leiter",30146,683004
"Josh Sborz","- - -","Josh Sborz",-0.01002117966520024,"Josh Sborz",18323,622250
"Pablo López","- - -","Pablo López",-0.010028636576476568,"Pablo Lopez",17085,641154
"Shinnosuke Ogasawara","WSN","Shinnosuke Ogasawara",-0.010080761871368797,"Shinnosuke Ogasawara",35324,829272
"Jake Diekman","- - -","Jake Diekman",-0.01010578055805092,"Jake Diekman",5003,518617
"Josh Fleming","- - -","Josh Fleming",-0.010113204582895208,"Josh Fleming",20418,676596
"Jhan Mariñez","- - -","Jhan Mariñez",-0.010233258776632018,"Jhan Marinez",5830,501697
"Tim Hill","- - -","Tim Hill",-0.010295779347680632,"Tim Hill",16814,657612
"Andrew Kittredge","- - -","Andrew Kittredge",-0.010304749721808133,"Andrew Kittredge",12828,552640
"Austin Adams","- - -","Austin Adams",-0.010317681461545554,"Austin Adams",13801,613534
"Sean O'Sullivan","- - -","Sean O'Sullivan",-0.010394672458103216,"Sean O'Sullivan",9137,457711
"Sam Hentges","CLE","Sam Hentges",-0.010407946662126372,"Sam Hentges",18548,656529
"J.C. Mejía","- - -","J.C. Mejía",-0.010407946662126372,"J.C. Mejia",20617,650496
"Nestor Cortes","- - -","Nestor Cortes",-0.010413401306927434,"Nestor Cortes",17874,641482
"Charlie Barnes","MIN","Charlie Barnes",-0.010505194887735873,"Charlie Barnes",19865,656212
"Henry Sosa","HOU","Henry Sosa",-0.010572710081456466,"Henry Sosa",6936,464400
"Jake Reed","- - -","Jake Reed",-0.010632455590152412,"Jake Reed",16209,596082
"Drew Smith","NYM","Drew Smith",-0.010632455590152412,"Drew Smith",17755,622098
"Stephen Nogosek","NYM","Stephen Nogosek",-0.010632455590152412,"Stephen Nogosek",19545,668665
"Yennsy Díaz","- - -","Yennsy Díaz",-0.010632455590152412,"Yennsy Diaz",20218,660546
"Thomas Szapucki","- - -","Thomas Szapucki",-0.010632455590152412,"Thomas Szapucki",21065,663378
"John King","- - -","John King",-0.010691769739334868,"John King",22051,667463
"Matt Manning","DET","Matt Manning",-0.01069424117680945,"Matt Manning",20369,666159
"Rony García","DET","Rony García",-0.01069424117680945,"Rony Garcia",20430,665621
"Sam Selman","- - -","Sam Selman",-0.010732048244660106,"Sam Selman",13397,572125
"Ben Meyer","MIA","Ben Meyer",-0.010745730026846718,"Ben Meyer",18854,656738
"Buddy Baumann","- - -","Buddy Baumann",-0.010754992579139758,"Buddy Baumann",9309,571473
"Tyler Bashlor","- - -","Tyler Bashlor",-0.010754992579139758,"Tyler Bashlor",15203,641341
"Jacob Rhame","NYM","Jacob Rhame",-0.010754992579139758,"Jacob Rhame",15267,642008
"José Ruiz","- - -","José Ruiz",-0.010778999229595482,"Jose Ruiz",14552,614179
"Michael Kopech","- - -","Michael Kopech",-0.010778999229595482,"Michael Kopech",17282,656629
"Jake Petricka","- - -","Jake Petricka",-0.010866034927759314,"Jake Petricka",10534,502593
"Adalberto Mejía","- - -","Adalberto Mejía",-0.010885360736542959,"Adalberto Mejia",13188,606167
"Packy Naughton","- - -","Packy Naughton",-0.010888655446008436,"Packy Naughton",23292,676050
"Nate Jones","- - -","Nate Jones",-0.010901401480410688,"Nate Jones",4696,518858
"Brandon Waddell","- - -","Brandon Waddell",-0.01090656998236025,"Brandon Waddell",18347,663399
"Junior Fernández","- - -","Junior Fernández",-0.01090656998236025,"Junior Fernandez",18496,658551
"Rob Scahill","- - -","Rob Scahill",-0.010966851267258701,"Rob Scahill",9286,543746
"Austin Pruitt","- - -","Austin Pruitt",-0.010970972249770597,"Austin Pruitt",15290,643493
"Jordan Hicks","- - -","Jordan Hicks",-0.01098410135376807,"Jordan Hicks",19618,663855
"Warwick Saupold","DET","Warwick Saupold",-0.010999025452526488,"Warwick Saupold",13211,599683
"Drew VerHagen","- - -","Drew VerHagen",-0.010999025452526488,"Drew VerHagen",13424,572403
"Pierce Johnson","- - -","Pierce Johnson",-0.011011006241938962,"Pierce Johnson",13435,572955
"Reyes Moronta","- - -","Reyes Moronta",-0.011011006241938962,"Reyes Moronta",14966,606625
"D.J. Snelten","SFG","D.J. Snelten",-0.011011006241938962,"D.J. Snelten",15949,592769
"Kyle McGrath","SDP","Kyle McGrath",-0.011029886448099244,"Kyle McGrath",16793,657681
"José Castillo","- - -","José Castillo",-0.011029886448099244,"Jose Castillo",17169,620454
"Matt Carasiti","- - -","Matt Carasiti",-0.01105977015651157,"Matt Carasiti",13276,571539
"Jake Jewell","- - -","Jake Jewell",-0.011075968791776476,"Jake Jewell",16958,657228
"Scott Effross","- - -","Scott Effross",-0.011075968791776476,"Scott Effross",18384,664123
"Michael Rucker","CHC","Michael Rucker",-0.011075968791776476,"Michael Rucker",19454,621074
"Manuel Rodríguez","- - -","Manuel Rodríguez",-0.011075968791776476,"Manuel Rodriguez",20794,655889
"Joel Peralta","- - -","Joel Peralta",-0.011114396968888149,"Joel Peralta",2332,407908
"Alek Manoah","TOR","Alek Manoah",-0.01113871590806767,"Alek Manoah",26410,666201
"Tyler Zuber","- - -","Tyler Zuber",-0.011158859468282191,"Tyler Zuber",20379,676604
"Jonathan Herrera","- - -","Jonathan Herrera",-0.011209764693024149,"Jonathan Herrera",4182,468406
"Justin Topa","- - -","Justin Topa",-0.011223028286825282,"Justin Topa",15145,623437
"Miguel Sánchez","MIL","Miguel Sánchez",-0.011223028286825282,"Miguel Sanchez",20074,667376
"Alec Bettinger","MIL","Alec Bettinger",-0.011223028286825282,"Alec Bettinger",20312,676424
"Patrick Murphy","- - -","Patrick Murphy",-0.011242605538210982,"Patrick Murphy",19712,641907
"Richard Bleier","- - -","Richard Bleier",-0.01125051443697335,"Richard Bleier",7803,542947
"Luís Madero","MIA","Luís Madero",-0.01125051443697335,"Luis Madero",20399,650347
"Doug Waechter","- - -","Doug Waechter",-0.011257832446128366,"Doug Waechter",1814,425531
"Sam Coonrod","- - -","Sam Coonrod",-0.011260090883632713,"Sam Coonrod",17264,656322
"Adonis Medina","- - -","Adonis Medina",-0.011260090883632713,"Adonis Medina",19903,658431
"Ramón Rosso","PHI","Ramón Rosso",-0.011260090883632713,"Ramon Rosso",20368,665759
"Hans Crouse","- - -","Hans Crouse",-0.011260090883632713,"Hans Crouse",22192,668968
"David Bednar","- - -","David Bednar",-0.011367087391034328,"David Bednar",19569,670280
"Sean Poppen","- - -","Sean Poppen",-0.011367087391034328,"Sean Poppen",19583,664092
"Nick Mears","- - -","Nick Mears",-0.011367087391034328,"Nick Mears",25376,683232
"Edgar Santana","- - -","Edgar Santana",-0.01136923607730304,"Edgar Santana",17355,650828
"A.J. Minter","- - -","A.J. Minter",-0.01136923607730304,"A.J. Minter",18655,621345
"Josh Zeid","HOU","Josh Zeid",-0.011387381123750467,"Josh Zeid",6527,473646
"Tanner Houck","BOS","Tanner Houck",-0.011397783519520355,"Tanner Houck",19879,656557
"Josh Edgin","NYM","Josh Edgin",-0.011473537854134915,"Josh Edgin",10796,572831
"T.J. Zeuch","- - -","T.J. Zeuch",-0.011490356819713941,"T.J. Zeuch",19269,643615
"Elvis Luciano","TOR","Elvis Luciano",-0.011490356819713941,"Elvis Luciano",20632,672773
"Breyvic Valera","- - -","Breyvic Valera",-0.011512884811227836,"Breyvic Valera",12758,591971
"Jimmy Cordero","- - -","Jimmy Cordero",-0.011528821415352357,"Jimmy Cordero",15690,622772
"Troy Scribner","- - -","Troy Scribner",-0.011541341622997098,"Troy Scribner",15570,644428
"Yoshihisa Hirano","- - -","Yoshihisa Hirano",-0.011541341622997098,"Yoshihisa Hirano",19756,673633
"Chris Devenski","- - -","Chris Devenski",-0.011560190138312167,"Chris Devenski",12763,606965
"James Hoyt","- - -","James Hoyt",-0.011560190138312167,"James Hoyt",14605,624586
"Chasen Bradford","- - -","Chasen Bradford",-0.01164650163034577,"Chasen Bradford",12452,607473
"Zach Plesac","- - -","Zach Plesac",-0.011649969007319452,"Zach Plesac",19979,668676
"Cody Allen","- - -","Cody Allen",-0.01168405619549231,"Cody Allen",12183,592102
"Preston Claiborne","- - -","Preston Claiborne",-0.011722058741141413,"Preston Claiborne",10500,502011
"Bryan Morris","- - -","Bryan Morris",-0.0117287377290229,"Bryan Morris",10234,457768
"Tony Sipp","- - -","Tony Sipp",-0.011748270016516977,"Tony Sipp",8280,448609
"Junichi Tazawa","- - -","Junichi Tazawa",-0.011781912452766071,"Junichi Tazawa",4079,547749
"Jack Mayfield","- - -","Jack Mayfield",-0.01181219571326847,"Jack Mayfield",15402,608686
"Ryan Hendrix","CIN","Ryan Hendrix",-0.011825647373413548,"Ryan Hendrix",19535,641682
"Tyler Kinley","- - -","Tyler Kinley",-0.011844612392180239,"Tyler Kinley",18297,641755
"José Quijada","- - -","José Quijada",-0.011844612392180239,"Jose Quijada",19200,650671
"Alex Hinshaw","- - -","Alex Hinshaw",-0.01186352572061592,"Alex Hinshaw",3941,450527
"Cory Burns","- - -","Cory Burns",-0.01186352572061592,"Cory Burns",6620,451132
"Cesar Jimenez","- - -","Cesar Jimenez",-0.01189514464850154,"Cesar Jimenez",3762,462945
"Gerardo Reyes","- - -","Gerardo Reyes",-0.01190558709471626,"Gerardo Reyes",16306,622103
"Ryan Tepera","- - -","Ryan Tepera",-0.011935749210526715,"Ryan Tepera",10291,572193
"Trevor Gott","- - -","Trevor Gott",-0.011973164453181485,"Trevor Gott",15046,641627
"Shane Loux","- - -","Shane Loux",-0.011979360727126777,"Shane Loux",1613,400076
"Jose Mijares","- - -","Jose Mijares",-0.011979360727126777,"Jose Mijares",4140,467726
"Dan Otero","- - -","Dan Otero",-0.011979360727126777,"Dan Otero",7385,519096
"Kevin Quackenbush","- - -","Kevin Quackenbush",-0.011988906147600382,"Kevin Quackenbush",12360,534812
"Kyle Lloyd","SDP","Kyle Lloyd",-0.011988906147600382,"Kyle Lloyd",15378,643414
"Dillon Overton","- - -","Dillon Overton",-0.011988906147600382,"Dillon Overton",15627,592614
"Kyle McGowin","WSN","Kyle McGowin",-0.01199747546020058,"Kyle McGowin",15071,641851
"Will Harris","- - -","Will Harris",-0.01203498330764387,"Will Harris",3192,501789
"Cory Rasmus","- - -","Cory Rasmus",-0.012037176255137385,"Cory Rasmus",2413,474284
"Sandy Rosario","- - -","Sandy Rosario",-0.012041927212861032,"Sandy Rosario",1525,466459
"Erik Goeddel","- - -","Erik Goeddel",-0.012118259683060855,"Erik Goeddel",11712,592340
"Johnny Barbato","- - -","Johnny Barbato",-0.012128693481021859,"Johnny Barbato",11440,592127
"Angel Sánchez","PIT","Angel Sánchez",-0.012128693481021859,"Angel Sanchez",11776,605795
"Marcus Walden","BOS","Marcus Walden",-0.012179827080031685,"Marcus Walden",8004,519393
"Matt Barnes","- - -","Matt Barnes",-0.012179827080031685,"Matt Barnes",12863,598264
"Nick Christiani","CIN","Nick Christiani",-0.012188735441982772,"Nick Christiani",10332,543023
"Carlos Contreras","CIN","Carlos Contreras",-0.012188735441982772,"Carlos Contreras",10386,542266
"Brian Sweeney","SEA","Brian Sweeney",-0.012203767086514527,"Brian Sweeney",1801,425789
"Luke French","- - -","Luke French",-0.012203767086514527,"Luke French",7529,448287
"Pat Venditte","- - -","Pat Venditte",-0.012205699485545009,"Pat Venditte",7108,519381
"Elvin Ramirez","NYM","Elvin Ramirez",-0.012236779138614335,"Elvin Ramirez",2247,468517
"Jen-Ho Tseng","CHC","Jen-Ho Tseng",-0.01230446949767276,"Jen-Ho Tseng",15524,627500
"Roman Colon","KCR","Roman Colon",-0.012343612946684155,"Roman Colon",2242,430638
"Tim Collins","- - -","Tim Collins",-0.012343612946684155,"Tim Collins",3164,525768
"Nate Adcock","- - -","Nate Adcock",-0.012343612946684155,"Nate Adcock",3282,502264
"Erik Cordier","- - -","Erik Cordier",-0.012350228925552735,"Erik Cordier",4086,449170
"Mike Burns","MIL","Mike Burns",-0.012369442249426293,"Mike Burns",2932,446916
"Mitch Harris","STL","Mitch Harris",-0.012401681341644695,"Mitch Harris",4530,518771
"Paco Rodríguez","LAD","Paco Rodríguez",-0.012442631094109886,"Paco Rodriguez",13398,572089
"Aaron Sele","NYM","Aaron Sele",-0.012445975249860769,"Aaron Sele",34,121986
"Adam Russell","- - -","Adam Russell",-0.012446821177881567,"Adam Russell",7334,452240
"Duane Below","- - -","Duane Below",-0.01246742758359514,"Duane Below",3124,502102
"Luis Marte","DET","Luis Marte",-0.01246742758359514,"Luis Marte",8651,501687
"Ryan Reid","PIT","Ryan Reid",-0.012470155106971376,"Ryan Reid",9385,474256
"Phil Irwin","- - -","Phil Irwin",-0.012470155106971376,"Phil Irwin",9489,572947
"Deolis Guerra","- - -","Deolis Guerra",-0.012484750002901892,"Deolis Guerra",8410,500610
"Daniel Robertson","- - -","Daniel Robertson",-0.01250253256669509,"Daniel Robertson",6266,543706
"Scot Shields","LAA","Scot Shields",-0.012509775825802134,"Scot Shields",35,276912
"Trevor Bell","- - -","Trevor Bell",-0.012509775825802134,"Trevor Bell",7074,457707
"Devin Williams","- - -","Devin Williams",-0.012535181889056118,"Devin Williams",15816,642207
"Blake Parker","- - -","Blake Parker",-0.012537967972498407,"Blake Parker",5224,453284
"Josh Fields","- - -","Josh Fields",-0.012558250108038288,"Josh Fields",5070,451661
"Grant Dayton","- - -","Grant Dayton",-0.012558250108038288,"Grant Dayton",11203,594795
"Scott Copeland","- - -","Scott Copeland",-0.01256414082608962,"Scott Copeland",10706,571577
"Barret Browning","STL","Barret Browning",-0.012578605833794467,"Barret Browning",9356,446135
"Tanner Rainey","- - -","Tanner Rainey",-0.012582604647534032,"Tanner Rainey",17610,663432
"Joel Carreno","TOR","Joel Carreno",-0.012598592660718184,"Joel Carreno",2746,468528
"Aaron Loup","- - -","Aaron Loup",-0.012598592660718184,"Aaron Loup",10343,571901
"Bo Schultz","- - -","Bo Schultz",-0.012606741469643353,"Bo Schultz",5028,544759
"Barrett Astin","CIN","Barrett Astin",-0.012631687477261485,"Barrett Astin",14812,592120
"Cody Martin","- - -","Cody Martin",-0.012643062148550677,"Cody Martin",12182,592533
"Andrew McKirahan","ATL","Andrew McKirahan",-0.012643062148550677,"Andrew McKirahan",12870,605374
"Blaine Hardy","- - -","Blaine Hardy",-0.012647404029389154,"Blaine Hardy",6499,543278
"Jeremy Walker","ATL","Jeremy Walker",-0.012665599540476644,"Jeremy Walker",19981,668683
"Elvis Araujo","PHI","Elvis Araujo",-0.01267474245024205,"Elvis Araujo",12854,542587
"Ernesto Frieri","- - -","Ernesto Frieri",-0.012686756319026679,"Ernesto Frieri",5178,457117
"Austin Adams","- - -","Austin Adams",-0.012707808542713922,"Austin Adams",7411,542866
"Mike Broadway","SFG","Mike Broadway",-0.012712227868579352,"Mike Broadway",9894,458678
"Pedro Payano","TEX","Pedro Payano",-0.012720183983544102,"Pedro Payano",18313,622797
"Marc Rzepczynski","- - -","Marc Rzepczynski",-0.012721508867296335,"Marc Rzepczynski",6612,519240
"Kevin Siegrist","- - -","Kevin Siegrist",-0.012721508867296335,"Kevin Siegrist",8180,543779
"Joe Thatcher","- - -","Joe Thatcher",-0.012766470648279302,"Joe Thatcher",4620,491159
"Anthony Varvaro","- - -","Anthony Varvaro",-0.012771502955701671,"Anthony Varvaro",2385,460008
"Xavier Cedeño","- - -","Xavier Cedeño",-0.012782217555339755,"Xavier Cedeno",36,458584
"Rhiner Cruz","- - -","Rhiner Cruz",-0.012782217555339755,"Rhiner Cruz",711,462480
"Roy Corcoran","SEA","Roy Corcoran",-0.012805785434863203,"Roy Corcoran",1780,429981
"Mark Lowe","- - -","Mark Lowe",-0.012805785434863203,"Mark Lowe",7416,450275
"Ryan Mattheus","- - -","Ryan Mattheus",-0.012821022821157654,"Ryan Mattheus",7169,458919
"Ryan O'Rourke","- - -","Ryan O'Rourke",-0.012822976174170232,"Ryan O'Rourke",10976,594951
"Dean Kiekhefer","- - -","Dean Kiekhefer",-0.012826572836744257,"Dean Kiekhefer",10529,518883
"Fernando Salas","- - -","Fernando Salas",-0.012835202086424483,"Fernando Salas",4971,477569
"Tom Wilhelmsen","- - -","Tom Wilhelmsen",-0.012975762661965375,"Tom Wilhelmsen",9975,452666
"Michael Stutes","PHI","Michael Stutes",-0.012983042080935963,"Michael Stutes",6550,452741
"Colton Murray","PHI","Colton Murray",-0.013009703539111796,"Colton Murray",12264,605396
"Joel Kuhnel","- - -","Joel Kuhnel",-0.013014200090039925,"Joel Kuhnel",19995,669270
"Kanekoa Texeira","- - -","Kanekoa Texeira",-0.013028129380611523,"Kanekoa Texeira",334,444427
"Sergio Santos","- - -","Sergio Santos",-0.013035622150197872,"Sergio Santos",4734,435045
"Ryan Castellani","- - -","Ryan Castellani",-0.013040103380798477,"Ryan Castellani",16377,624418
"Ryan Feltner","COL","Ryan Feltner",-0.013040103380798477,"Ryan Feltner",21446,663372
"Jesse Crain","- - -","Jesse Crain",-0.013041816583594426,"Jesse Crain",4817,430884
"Travis Schlichting","LAD","Travis Schlichting",-0.013050996326147672,"Travis Schlichting",3847,459411
"David Peterson","NYM","David Peterson",-0.013056969696694981,"David Peterson",20302,656849
"Rommie Lewis","TOR","Rommie Lewis",-0.013062863536403015,"Rommie Lewis",3588,451650
"Max St. Pierre","DET","Max St. Pierre",-0.013103416350417785,"Max St. Pierre",2390,425833
"Josh Kinney","- - -","Josh Kinney",-0.013120612357605765,"Josh Kinney",3638,448337
"Juan Pablo Perez","- - -","Juan Pablo Perez",-0.013125767107523712,"Juan Pablo Perez",2557,448722
"John Axford","- - -","John Axford",-0.013125767107523712,"John Axford",9059,446099
"Rafael Betancourt","- - -","Rafael Betancourt",-0.0131465237952556,"Rafael Betancourt",177,429783
"Darren O'Day","- - -","Darren O'Day",-0.01315025017758032,"Darren O'Day",3321,503285
"Jensen Lewis","CLE","Jensen Lewis",-0.013167702511490326,"Jensen Lewis",3384,460029
"Rafael Perez","CLE","Rafael Perez",-0.013167702511490326,"Rafael Perez",4078,460370
"Curtis Partch","- - -","Curtis Partch",-0.013209106852556936,"Curtis Partch",1333,489197
"David Purcey","- - -","David Purcey",-0.013259007574687941,"David Purcey",8360,453515
"Justin Thomas","- - -","Justin Thomas",-0.013272469549484746,"Justin Thomas",9910,476206
"Jumbo Diaz","- - -","Jumbo Diaz",-0.013312702580055366,"Jumbo Diaz",3397,471822
"A.J. Morris","CIN","A.J. Morris",-0.013312702580055366,"A.J. Morris",9919,571963
"Donnie Veal","- - -","Donnie Veal",-0.01333014938983636,"Donnie Veal",4741,453264
